Job ID,Description
38,"Job Description – Data Analyst

In Cisco, we have an outstanding opportunity where we actually get to use the technology we build!

We are Innovators

We drive innovation to propel business transformation while maintaining operational quality.

We are Accelerators

We accelerate digital solutions to generate cost savings and efficiency gains for enterprise growth and success.

We are Transformers

In Supply Chain Operations we have an opportunity and the responsibility to enable Cisco's business now and prepare for the future. Our vision and strategy continue to emphasize the importance of providing our customers an unrivaled customer experience by delivering a flexible, innovative and scalable supply chain while continuing to build upon our strong operational foundation. Cisco is also committed to social and environmental responsibility in our supply chain. We work with our suppliers to maintain a sustainable supply chain that meets our standards for ethics, labor practices, health and safety, and the environment.

We encourage you to become a part of this dynamic organization where on a daily basis we leverage Cisco's aggressive competitive spirit and accelerate time to market by empowering our employees to use their expertise to take good business risks. As Cisco expands into new technologies, and geographies, it's become an exciting time to be part of the Supply Chain Operations team.

Who You Are

Desired Degree Master's Degree (MS/MBA etc) Program

Desired Major Business, Industrial Engineering, Operations Research, Supply Chain Management or equivalent.

Minimum CGPA of 3.0 out of 4.0

The requirement is for 2022 passout only

Analyse business processes, find gaps and identify improvement opportunities

Strong Data analytics and visualization skills Work with large amount of data and having business context to derive meaningful insights from the analysis of the data

Present data and insights in a logical, influential manner to drive data driven business decisions

Capture the inventory of Supply Chain data sources, dashboards, measurements and metrics to prepare and manage integrated data architecture

Perform data mapping, lineage, classification and data dictionary to create Master Data Catalogue

Conduct Periodic data health monitor & cleansing

Assist with retiring unused data elements and rationalizing/enabling future data elements

Enable data discovery and various analytics platform with self-service model (predictive and prescriptive analytics

Partner with the functional owners on analysis of data flows, data stores, and measurements/metrics integration

Perform metrics analysis as required to provide actionable information to end users

Active participation in Data Scientist role & skills development across Supply Chain Operations.

Lead and drive Supply Chain cross functional teams to become analytics driven discipline

Why Cisco

At Cisco, each person brings their unique talents to work as a team and make a difference. Yes, our technology changes the way the world works, lives, plays and learns, but our edge comes from our people.

We connect everything – people, process, data and things – and we use those connections to change our world for the better.

We innovate everywhere - From launching a new era of networking that adapts, learns and protects, to building Cisco Services that accelerate businesses and business results. Our technology powers entertainment, retail, healthcare, education and more – from Smart Cities to your everyday devices.

We benefit everyone - We do all of this while striving for a culture that empowers every person to be the difference, at work and in our communities.

So, you have colorful hair? Don’t care. Tattoos? Show off your ink. Like polka dots? That’s cool. Pop culture enthusiast? Many of us are. Passion for technology and world changing? Be you, with us!

Disclaimer - “ Please note this posting is to advertise potential job opportunities. The requirement is for 2022 passout only. This exact role may not be open today, but could open in the near future. When you apply, a Cisco representative may contact you directly if a relevant position opens.”"
39,"Company Description

Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.

Job Description

Who we are looking for

At Epsilon, we deliver excellence and create connections that last a lifetime. Our digital marketing arm, Conversant, is now growing and we are on the lookout for talented individuals who believe that every interaction counts - and want to make an impact on the future of our clients’ businesses.

So, are you someone who wants to work on the cutting edge of new-generation UI technology? Does the thought of working with Data, Machine Learning, and Artificial Intelligence excite you? Then you could be exactly who we’re looking for.

Apply today and be part of a dynamic, enthusiastic and passionate team who want nothing more but to make a lasting impact on the lives of consumers. You will also get the opportunity to see your ideas come to life on almost every consumer device across the US.

Role Description

We are looking for an Analyst to work with the larger Conversant Analytics Development teams across the globe. This role will help to build solutions for given product and analytics initiatives. Essential functions and responsibilities include: becoming familiar with digital and audience targeting practices; contributing to analytical code library using languages such as SQL, Python, R and SAS; and creating visualizations and dashboards to effectively communicate data-driven stories.

Qualifications
4+ years of industry experience with a degree in Statistics or related field
Tableau & Reporting – MUST HAVE skills
SQL knowledge
Knowledge of data warehouse principles (relational tables)
Experience with Business Intelligence products (Tableau) – Must Have
Good experience in working with geographically and culturally diverse teams
Excellent written and verbal communication skills.
Strong Analytical and problem solving skills
Ability identify and interpret trends or patterns in complex data sets.
Ability to diagnose and troubleshoot problems quickly
Additional Knowledge, Skills, And Abilities
Familiarity with the digital advertising industry (audience targeting, campaign optimization)
Knowledge of alternative programming languages (R, Python)
Familiarity with Agile process management"
40,"Job Title: Data Analyst

Location: Pune

About Barclays

Barclays is a British universal bank. We are diversified by business, by different types of customers and clients, and by geography. Our businesses include consumer banking and payments operations around the world, as well as a top-tier, full service, global corporate and investment bank, all of which are supported by our service company which provides technology, operations and functional services across the Group.

Risk and Control Objective

Ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards.

Working Flexibly

We’re committed to providing a supportive and inclusive culture and environment for you to work in. This environment recognises and supports ways to balance your personal needs, alongside the professional needs of our business. Providing the opportunity for all our employees, globally to work flexibly empowers each of us to work in a way that suits our lives as well as enabling us to better service our customers’ and clients’ needs. Whether you have family commitments or you’re a career, or whether you need study time or wish to pursue personal interests, our approach to working flexibly is designed to help you balance your life.

If you would like some flexibility then please discuss this with the hiring manager.

A brief description of the role.

Working with stakeholders to provide data insights for the pain areas identified.
Identify proactively areas where data insights can be used for business/ ops benefit.
Be a face to the stake holders for any requirement discussions.
Trouble shooting the technical problems.
Optimizing, automating processes using Machine Learning technique.
Translate findings into quantitative business/ops/monitory benefit for BANK.
Present the findings to stakeholders, highlight benefits and enhance the results based on feedbacks.

What will you be doing?

Solution Delivery
Build, test, and automate algorithms and processes.
Selecting features, building and optimizing using machine learning techniques.
Data mining using state of the art methods.
Documenting all work in accordance with agreed standards and with re-use in mind.
Conducting reviews of supplied specifications, with others as necessary.
Taking part in reviews of own work and leading reviews of colleagues’ work.
Taking responsibility for the analytics solution and documentation of particularly large, complex or mission critical programmes.
Clear understanding of enterprise level data model and mapping of data to it
Test Support
Assisting with the creation, review and sign off of test scenarios
Provide support throughout the testing cycles and also for production issues.
Provide right assistance for the testing cycles for delivery of error free deliverables
Accountable for producing detail design of components, conducting reviews.
Accountable for supporting E-2-E delivery during CIT/SIT/OAT and LIVE implementation
Coordinating with all the developers for the allocating the task and conducting code review and activities of implementation phase.
Responsibility for stabilising the best practices for design, development, implementation and automation.
Responsibility for prioritising live issues, problem records and delivering the fixes in IDS releases.
Data Analysis for new adopter’s alignment with IDS. Working on the scripts and work with RTB team.

What We’re Looking For

Experience in IT industry.
Proficient in Python, Teradata, Maria DB / SQL Server
Good Exposure in creating Data Model using ER Studio.
Proficient in Unix Shell Scripting
Good exposure to Oracle DB / SQL Server
Good exposure with Linux

Skills That Will Help You In The Role

Exposure to Analytical tool (Tableu) would be an added advantage

Where will you be working?

Pune

Be More at Barclays

At Barclays, each day is about being more – as a professional, and as a person. ‘Be More @ Barclays’ represents our core promise to all current and future employees. It’s the characteristic that we want to be associated with as an employer, and at the heart of every employee experience. We empower our colleagues to Be More Globally Connected, working on international projects that improve the way millions of customers handle their finances. Be More Inspired by working alongside the most talented people in the industry, and delivering imaginative new solutions that are redefining the future of finance. Be More Impactful by having the opportunity to work on cutting-edge projects, and Be More Valued for who you are.

Interested and want to know more about Barclays? Visit home.barclays/who-we-are/ for more details.

Our Values

Purpose and Values

We deploy finance responsibly to support people and businesses, acting with empathy and integrity, championing innovation and sustainability, for the common good and the long term.

Our values underpin everything we do: Respect, Integrity, Service, Excellence and Stewardship.

Respect

We harness the power of diversity and inclusion in our business, trust those we work with, and value everyone's contribution.

Integrity

We operate with honesty, transparency and fairness in all we do.

Service

We act with empathy and humility, putting the people and businesses we serve at the centre of what we do.

Excellence

We champion innovation, and use our energy, expertise and resources to make a positive difference.

Stewardship

We prize sustainability, and are passionate about leaving things better than we found them.

Our Diversity

We aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our vision and goals.

Our Benefits

Our customers are unique. The same goes for our colleagues. That's why at Barclays we offer a range of benefits, allowing every colleague to choose the best options for their personal circumstances. These include a competitive salary and pension, health care and all the tools, technology and support to help you become the very best you can be. We are proud of our flexible working options for colleagues. If you have a need for flexibility, then please discuss this with us."
41,"At Hitachi Energy our purpose is advancing a sustainable energy future for all. We bring power to our homes, schools, hospitals and factories. Join us and work with fantastic people, while learning and developing yourself on projects that have a real impact to our communities and society. Bring your passion, bring your energy, and be part of a global team that appreciates a simple truth: Diversity + Collaboration = Great Innovation

The Hitachi Energy Indian Operations Center (INOPC) is a competence center with around 1500 skilled engineers who focus on tendering, engineering, planning, procurement, functional system testing, installation supervision and commissioning. However, over the last decade, it has evolved to become the largest engineering hub. The India Operations Centre is a key aspect of the Power Grids business Power Up transformation program. The INOPC team at Chennai supports Hitachi Energy’s units in more than 40 countries across a wide portfolio of all the four business units in Power Grid business. To date, the team has executed engineering and commissioning for projects in more than 80 countries.

Your Responsibilities
As a part of an International Engineering and Development Team heavily specialized in DT Transformers Engineering, Testing, Manufacturing and costing data analysis.
Display technical expertise in data analytics to a team of diversified technical competencies.
Propose project initiatives and value-added analytics that will drive business productivity.
Use data visualization tools such as Power BI and Tableau to create professional quality dashboards and reports.
Develop predictive models and utilize machine learning/data science techniques such as Hierarchical Clustering, Artificial Neural Networks, Ensemble Learning, Random Forest, Naive Bayes etc.
Consolidate SQL database from multiple sources, data cleaning and manipulation in preparation for analytics and machine learning.
Living core values of safety and integrity, which means taking responsibility for your own actions while caring for your colleagues and the business.

Your background
Bachelor’s in Computer Science, Data Science, or related discipline.
Minimum 2 (or more) years of related working experience.
Basic knowledge of SQL Server or a similar relational database.
Proficiency in Microsoft Power BI.
Machine Learning algorithm expertise is a valuable plus.
Experience of at least proven basic understanding of Distribution Transformers, or in general Power Distribution Industry related topics.
Experience in utilizing cloud-based environment for developing machine learning solutions such as Azure Machine Learning.
Proven record to learn new business background, engineering and manufacturing process quickly.
Display a proficiency in the creation and maintenance of data warehouse, business intelligence initiatives and asset diagnostic algorithms.
Experience with Python would be a plus.

More About Us

Hitachi Energy is a global technology leader that is advancing a sustainable energy future for all. We serve customers in the utility, industry and infrastructure sectors with innovative solutions and services across the value chain. Together with customers and partners, we pioneer technologies and enable the digital transformation required to accelerate the energy transition towards a carbon-neutral future. We are advancing the world’s energy system to become more sustainable, flexible and secure whilst balancing social, environmental and economic value. Hitachi Energy has a proven track record and unparalleled installed base in more than 140 countries. Headquartered in Switzerland, we employ around 38,000 people in 90 countries and generate business volumes of approximately $10 billion USD. www.hitachienergy.com

Transformers"
42,"Description

Job Location

Hyderabad (SAL) IN

Job Posting Title

Data Analyst

The Challenge

The Data Analyst will be responsible for setting up the Consumer Data Governance processes and Methodologies and implement Data Governance capabilities in Consumer area and help across other functions as required. The Data Governance is a strategic platform and a key enterprise initiative aimed at bringing better data ownership, Data Lifecycle management, Data Utilization, Data Quality and Metadata management across Functions in the Organization. This Data Analyst works with the Functional Owners, Business, SMEs and Enterprise Architects to implement one/more capability(ies) offered by the Data Governance Platform. He/She will be working technically in setting up integrations

What you will Do
Thorough understanding of all the capabilities offered by the Data Governance platform - Collaborate with Functional owners/team and Business partners to understand the use cases and problem statements - Clearly articulate/document the use cases and vet it out with Enterprise Architects - Discuss the solution approaches and merits/de-merits of each solution option - Participate and discuss in the CAB reviews to assess and understand the cross-functional impacts and questions/concerns from other teams/functions - Implement appropriate design / integration patterns to promote code re-usability - Employ strong coding standards for efficiency, readability, and reuse and participate in code review practices to ensure secure and good quality of the deliverables - Adhere to the overall Project management practices strictly following the project steps and uploading the required documents/resources at the designated repository (Sharepoint . .. ) - Exposure to Data Governance capability (lineages, workflows, Metadata management, Data Catalogs, Business Glossary Definitions etc. . .) - Proactively communicate the project status/progress/next steps/roadblocks (if any) - Complete the Data Governance capability implementation with clear definition of the achieved benefits and project documentation
What you need to Succeed
Bachelor of Engineering in Computer Science or equivalent from an accredited university or college - Hands-on experience on PL/SQL, Databases, Tableau, Informatica, Data Analysis - Good understanding of capabilities of Data Governance platform - Overall 5+ years IT experience and ~3 years of Data Governance/Strategy experience in any of the leading Data Governance platform - Highly collaborative and good team player - Highly proactive and results-oriented with excellent critical thinking skills - Good verbal and written communication skills
Exposure to data Lineages, metadata management, business glossary - Ability to identify and the use cases and map the DG capability to address it - Familiarity with Agile methodologies and ticketing systems like JIRA - Ability to work on multiple projects and tasks at the same time with proper prioritization
GE Appliances is an Equal Opportunity Employer. Employment decisions are made without regard to race, color, religion, national or ethnic origin, sex, sexual orientation, gender identity or expression, age, disability, protected veteran status or other characteristics protected by law."
43,"Job Summary

A role where the candidate will have regular interactions with various client team members for data management offered within the Deployment Solutions department of Syneos Health. The candidate will be the technical contact responsible for the management of account projects that include collecting, processing, analyzing, and loading of data and information regarding sales performance, operational effectiveness, and market position. Candidate should be comfortable working in an environment that is driven by process governance to ensure consistency and efficiency across client implementations and ongoing production control activities. Works closely with internal teams including Project Management, Incentive Compensation, Analytics & Reporting, and Client Services to determine project scope and data expectations to ensure the success of ongoing data exchange processes.

Job Responsibilities
Work independently to process information by loading / extraction of data.
Fulfill data task requests using Veeva data load tools.
Work independently to create ad-hoc extracts/reports and troubleshoot issues at the request of clients and sales management.
Perform quality control functions on all deliverables including standard deliverables, ad hoc loading and extraction projects.
Develop and maintain project documentation including work instructions for all repeatable tasks.
Provide feedback in design of new integration initiatives.
Meet with Sales Management and Clients to establish, monitor and review deliverables.
Other projects as deemed necessary by Management.
Education
Bachelor’s degree or Graduate degree, preferably in Computer Science, Technology or Engineering
Requirements
2-3 years of experience in working with data management teams within a sales and marketing environment
2-3 years of experience in data-centric implementations such as CRM and Analytics
2-3 years of experience with data warehouse, Master Data Management (MDM), and data integration initiatives
Strong SQL knowledge in an Oracle and/or SQL Server database environment
Strong organizational skills
Experience working in a production environment for multiple clients in a compliance industry
Preferred
Experience with Salesforce.com/Veeva or a similar CRM system a plus
Experience with Unix and/or Python scripting
Experience in Pharmaceutical and Life sciences implementations and awareness of commonly used data sources for Customer Master and Sales information
Primary Location

Asia Pacific - IND-Gurgaon-PresidencyTwrsMGrd

Other Locations

Asia Pacific - IND-Bangalore-Puram-Hobli-ETal

Job

Information Technology

Schedule

Full-time

Travel

No

Employee Status

Regular"
44,"You are still very ambitious and want something else? Are you looking for new energy in yourself? That’s great, especially if you have experience in data modelling & analysis. Take your career to the next level working with amazing people in GEA.

We are looking for a Sr. Data Analyst to support Procurement Excellence team. It’s about aligning procurement strategies and programs with the overall objectives of the company.

Responsibilities / Tasks

Procurement Excellence Projects in scope include (but are not limited to):
Prepare business cases for the Procurement Operating Model.
Support the development of category analytics reports and spend dashboards.
Assist category managers when they prepare and run negotiations.
Develop data model to monitor raw materials and their impact on GEA direct + indirect spend.
Develop a consolidated overview of ongoing customer projects in GEA.
Data cleanup in preparation for the deployment of a database.
Procurement Excellence Projects should be managed following basic agile principles:
Minimum Viable Products (MVP) defined early with a strong (internal) customer focus and business impact.
Short sprints with frequent follow-ups and deliveries to the business.
Procurement Excellence Data Analyst Is Expected To
Deliver on excellence projects within Global Procurement.
Maintain documentation of projects.
Monitor the progress (and escalate issues where appropriate).
The Excellence Team In India Is Used For

Procurement Excellence Data Analyst is part of a team based in India that supports the procurement Excellence team.
Assisting in data crunching, data modelling and data visualization.
Assisting in closing short/medium term projects for Procurement Excellence.
Analyzing, preparing and maintenance of data.
Creation of workflow, charts, reports and Dashboards.
Consolidating, categorization, cleaning and updating data.
Assists end users with troubleshooting technical issues, conducting queries and retrieving.
data from current business systems.
Coordination with Global supply chain, category manager, sourcing desk and Procurement excellence team throughout globe.
Your Profile / Qualifications

You hold bachelor’s degree or equivalent in engineering, industrial manufacturing, and management with having 2 to 5 years of experience.
Experience with advanced excel – excel formulas, charts, and pivot tables
Data modeling and how to extract, transform and load data.
Report, analysis & visualization of data.
Agile project management methods.
Professional knowledge on Power BI and Power Platform from Microsoft.
Driving analytics based on data across entities and cultures to support excellence projects within category management and procurement.
Database skills (SQL).
Python, R language.
Shows ability to plan, schedule, direct work of self and others.
Organizes materials to accomplish tasks; sets challenging yet achievable goals for self and others.
Solution seeker when faced with challenges.
Used to work systematically and independently with a team focus.
Excellent communication and collaboration skills.
Cross Culture Intelligence. Comfortable to work with multiple cultures around the world.
Good English skill – Verbal and written.
Did we spark your interest?

Then please click apply above to access our guided application process."
45,"Job Description

Role Summary/Purpose: The Data Analyst role will be responsible to conduct business analytics to generate insights to improve productivity, reduce quality defects and enhance customer experience by leveraging technology and analytical techniques or solutions. This includes projects related to customer analytics and segmentation, interaction and text analytics, quality assurance, automation, performance analysis, benefit estimations and reporting insights.

Essential Responsibilities
Utilize analytical solutions to develop usecases to support business opportunities and initiatives
Conduct industry research and explore advance analytics techniques including but not limited to text analytics, to identify opportunities in the business to improve customer experience, increase productivity and reduce expenses
Work independently with stakeholders to gather project requirements / inputs, develop analysis approach, execute analysis & present findings. Communicate business results/interpretations to stake holders and various partners to get their buy-in
Provide insights by leveraging cross-functional metrics from different functions
Generate innovative ideas and work on them which would have significant business impact
Proactively communicate status of projects to project owners and team members
Actively participating in team discussions and knowledge sharing forums
Communicate and engage across multiple levels in the business including senior leaders internally
Analytical and technical aptitude along with understanding business goals and correlating job to strategic initiatives
Proven track record of using sound judgment, decision making and problem solving
Perform ad-hoc data pulls and analysis as required
Excellent organization, prioritization, time management skills
Perform other duties and/or special projects as assigned
Motivate and inspire your team to be the best in the industry. As their leader, you will be their mentor, helping them navigate our culture and realize their career aspirations
Qualifications/Requirements
Bachelor's degree in Statistics, Mathematics, Operations research with 5+ year of overall experience
Minimum 2 years of experience with proven ability to extract unstructured and structured data with strong programming ability in SAS, SQL, R, Python or other programming languages.
Working knowledge of Microsoft Excel, PowerPoint, and Word
For Internal Applicants: Understand the criteria or mandatory skills required for the role, before applying.
Inform your Manager or HRM before applying for any role on Workday.
Ensure that your Professional Profile is updated (fields such as Education, Prior experience, Other skills) and it is mandatory to upload your updated resume (Word or PDF format)
Must not be any corrective action plan (First Formal/Final Formal, PIP)
Employees who have completed 18 months in the organization and 12 months in current role and level are only eligible.
Level 8+ employees can apply
Desired Characteristics
Good understanding of bank card, private-label, or financial services business
Experience on tools like click fox or any other equivalent tools are highly desirable
Data analysis using Python or R highly desirable
Hands on experience on Big Data environment
Grade/Level: 09

Job Family Group

Information Technology"
46,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.

Job Category Products and Technology Job Details

We are seeking an experienced Data Analyst to support the Employee Experience organization providing data analytics, reporting, responding to requests for data and in ensuring data integrity between multiple databases. The Voice of the Employee team’s mission, where this role sits, is to understand Salesforce Employee’s needs/goals in order to make actionable recommendations to elevate our employee’s experience. This critical role will deliver the business analysis, customer support and reporting necessary for the organization to reach its goals and objectives. You will work directly with Business Technology leadership, the entirety of the Voice of the Employee team, and with departmental stakeholders across the enterprise including those in the Employee Success and Finance. The scope of the role will also include analysis, reporting, and creation of executive level presentations for Employee Experience projects.

You will be working on a small team of highly motivated, curious, and impact driven individuals. We are obsessed with advocating on behalf of our employees and improving their daily experience to enable them to do their best work possible. The team values creativity, integrity, responsibility, communication, equality, and personal growth.

Responsibilities will increase as the employee demonstrates success in understanding processes, methodologies, and systems and shows initiative in tackling more complex projects.

Responsibilities
Consolidate and disseminate weekly (and potentially daily) updates of data from multiple systems and distill into leadership-level presentations illustrating trends and providing a comprehensive analysis
Analyze and evaluate data to be moved into our database
Ability to analyze multiple streams of data around employee experience and provide meaningful and actionable insights
Ensure that data is accurately flowing between different database systems and develop a repeatable process to ensure accuracy
Monitor data to ensure that key business stakeholders are kept current on registration trends
Build, maintain, update and optimize critical dashboards in Salesforce Supportforce orgs for key business stakeholders in Business Technology
Assist in developing executive-level presentations providing concise analyses of critical conference statistics
Assist in developing a framework for global events reporting standards including processes and refining critical metrics definitions
Provide analysis and develop executive briefings based on analyses
Assist, as requested, in extracting data and performing requisite analyses to answer critical business questions on tickets, trends, forecasting and other key variables as requested by business stakeholders
Assist, as requested, in providing updates and reporting on programs to customer-facing teams
Assist, as requested, in performing analysis to help guide business decision making. Understand trends in data and highlight this to management.
Assist, as requested, in providing support, analyses and insight for other high visibility Employee Experience projects
Ensure adherence to corporate data security requirements for the storage, transportation and retention of data
Required Skills/Experience
Solid 5+ years data analytics experience
Very strong Tableau and Excel skills. This is mission critical. Adept at integrating disparate information, building forecast, and trending models, developing comprehensive charts, working with pivot tables, analyzing large tables of data, comfortable using data analysis formulas, a strong aptitude for correlating data and finding critical data trends
Salesforce platform experience. Experience in building and creating reports and dashboards in Salesforce platform
Google Docs experience. Experience in Google slides and PowerPoint. Strong ability to distill data analysis, insight and other key findings into executive level PowerPoint briefings
Solid Experience using Business Objects and other Business Intelligence tools (ie Tableau)
Proficient in working in SQL
Track record of identifying business data needs, performing detailed and insightful analysis and developing reports that meet these needs and drive business results
Ability to provide analysis and insight based on partial information
Strong analytical and problem-solving skills
Must be able to work well in high trust team environment
Ability to understand the business and anticipate data needs
Must be comfortable with changing requirements and priorities and working in a fast-paced, high-pressure environment
Excellent verbal and written communication skills; ability to communicate effectively with different levels of management
Ability to work autonomously by proactively identifying opportunities to leverage skills and take initiative in working on solutions
Experience with data quality assessment and implementing solutions to improve the data quality is a plus
Experience designing and developing machine learning capabilities preferred
Desired Skills

Tableau and Anutics certification

Accommodations

If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form .

Posting Statement

At Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.

Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org .

Salesforce welcomes all."
47,"We are looking for smart, driven Machine Learning Engineers who have the following skills & attributes:


Hard-skills

1. Python- including skill with pandas, scikit-learn and to a lesser extent Django or Flask


2. Good understanding of the machine learning algorithms


3. Experience working with hyper-paramter optimization, feature engineering, feature selection, calibration of models and benchmarking performance via AUC/Gini, Capture rates, K-S and other relevant metrics


4. Working knowledge of Linux


Soft-skills required

1. A keen sense of pride about work and the habit of taking ownership of work


2. Reliability & professional ethics"
48,"Data Science is all about breaking new ground to enable businesses to answer their most urgent questions. Pioneering massively parallel data-intensive analytic processing, our mission is to develop a whole new approach to generating meaning and value from petabyte-scale data sets and shape brand new methodologies, tools, statistical methods and models. What’s more, we are in collaboration with leading academics, industry experts and highly skilled engineers to equip our customers to generate sophisticated new insights from the biggest of big data.

Join us to do the best work of your career and make a profound social impact as a Analyst on our Data Quality Analytics team in Bangalore.

What You’ll Achieve

As a Data Quality Analyst, you will perform data governance tasks associated with the integration, cleaning, transformation and control of data in operational and analytics data systems. The DQA will create, document and maintain business processes and procedures and collaborate with team members to improve workflows and streamline processes.

You Will
Act as a cross-functional liaison across the following teams: Teradata/DDW EBI Teams, D3 application users, regional support teams and business groups.
Responsible for supporting Dell Data Warehouse, Dell Data Lake and D3/BOBJ users consuming finance, Sales and Manufacturing datasets
Determine root cause for data quality errors and make recommendations for long-term solutions
Work with business users to define and analyze problems and manage to resolution - provide technical details to IT team to deliver the fix and follow up with communication
Provide recommendations for measuring and improving the effectiveness and efficiency of data governance, operational control processes, and compliance activities
Provide Support on incidents raised via SNOW
Perform Financial Month/Quarter close Activities
Take the first step towards your dream career

Essential Requirements

Every Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:
Data Warehouse knowledge/experience
Proficient in SQL with a minimum of 2-3 years of hands-on experience
Strong MS Excel skills and experience with reporting and data analysis
Ability to work with Technical and Non-Technical business owners
Flexible to changing priorities and to work on rotational shifts as and when needed.
High sense of urgency, strong attention to detail, excellent follow-up, ability to set own agenda & workload
Bachelor’s degree or Equivalent work experience
Desirable Requirements
Quickly adapt to new development environments and changing business requirements
Hands on Business Intelligence tools: SSIS, SSRS, Power BI/ Tableau Software
Here’s our story; now tell us yours

Dell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We’re proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.

What’s most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life -- while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.

We started with computers, but we didn’t stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what’s next in technology, starting today.

You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 here.

Application closing date: 15 December 2021

Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Equal Employment Opportunity Policy here.

Job Id: R151852"
